Apa nama samudra terbesar di dunia?|Samudra Pasifik.
Apa itu static testing?|Pengujian yang dilakukan tanpa menjalankan kode, seperti review kode dan analisis statis.
Apa itu dynamic testing?|Pengujian yang melibatkan eksekusi kode, seperti pengujian unit dan integrasi.
Apa itu defect density?|Metrik yang menunjukkan jumlah bug atau cacat dalam sejumlah tertentu kode.
Apa itu code coverage?|Metrik yang menunjukkan persentase kode yang diuji oleh kasus uji.
Apa itu load testing?|Pengujian yang menentukan seberapa baik sistem berfungsi di bawah beban kerja yang diharapkan.
Apa itu scalability?|Kemampuan perangkat lunak untuk menangani peningkatan jumlah pengguna atau beban kerja tanpa mengurangi kinerja.
Apa itu smoke testing?|Pengujian awal untuk memastikan fungsi dasar perangkat lunak berfungsi dengan benar sebelum pengujian lebih lanjut.
Apa itu sanity testing?|Pengujian cepat untuk memastikan bahwa perubahan atau perbaikan tidak menyebabkan masalah baru.
Apa itu end-to-end testing?|Pengujian yang memverifikasi keseluruhan proses aplikasi dari awal hingga akhir.
Apa itu exploratory testing?|Pengujian yang dilakukan tanpa rencana tes formal untuk menemukan bug yang tidak terduga.
Apa itu acceptance criteria?|Standar atau persyaratan yang harus dipenuhi oleh perangkat lunak sebelum diterima oleh pengguna atau pemilik produk.
Apa itu defect lifecycle?|Tahapan yang dilalui oleh cacat atau bug dari identifikasi hingga penyelesaian.
Apa itu performance testing?|Pengujian yang mengevaluasi kinerja perangkat lunak, seperti kecepatan, responsif, dan stabilitas.
Apa itu user acceptance testing (UAT)?|Pengujian akhir yang dilakukan oleh pengguna akhir untuk memastikan perangkat lunak memenuhi kebutuhan mereka.
Apa itu configuration management?|Proses mengendalikan perubahan konfigurasi perangkat lunak untuk mempertahankan integritas dan keterlacakan.
Apa itu incident report?|Dokumen yang menjelaskan masalah yang ditemukan selama pengujian atau penggunaan perangkat lunak.
Apa itu test environment?|Pengaturan perangkat keras dan perangkat lunak tempat pengujian perangkat lunak dilakukan.
Apa itu manual testing?|Proses pengujian perangkat lunak secara manual oleh penguji tanpa menggunakan alat otomatisasi.
Apa itu automated testing?|Proses menggunakan alat atau skrip untuk menjalankan tes perangkat lunak secara otomatis.
Apa itu boundary testing?|Pengujian yang memfokuskan pada batas-batas input untuk memastikan sistem menangani nilai batas dengan benar.
Apa itu equivalence partitioning?|Teknik pengujian yang membagi input data menjadi beberapa kelompok yang dianggap sama untuk mengurangi jumlah tes.
Apa itu stress testing?|Pengujian yang mengevaluasi kinerja sistem di bawah kondisi ekstrem atau beban kerja tinggi.
Apa itu test automation framework?|Struktur yang menyediakan lingkungan dan aturan untuk mengembangkan dan menjalankan tes otomatis.
Apa itu continuous testing?|Proses pengujian perangkat lunak secara terus-menerus sepanjang siklus pengembangan untuk mendeteksi masalah lebih awal.
Apa itu defect tracking system?|Alat atau sistem yang digunakan untuk melacak dan mengelola bug atau cacat dalam perangkat lunak.
Apa itu code refactoring?|Proses mengubah struktur kode tanpa mengubah fungsionalitasnya untuk meningkatkan kualitas kode.
Apa itu regression suite?|Kumpulan kasus uji yang dijalankan untuk memastikan bahwa perubahan kode tidak mengganggu fungsionalitas yang ada.
Apa itu smoke testing?|Pengujian awal yang cepat untuk memastikan bahwa fungsi utama perangkat lunak berfungsi dengan benar sebelum melanjutkan pengujian lebih lanjut.
Apa itu black-box testing?|Metode pengujian perangkat lunak di mana penguji tidak mengetahui struktur internal kode dan fokus pada input dan output.
Apa itu white-box testing?|Metode pengujian perangkat lunak di mana penguji mengetahui struktur internal kode dan melakukan pengujian berdasarkan pengetahuan ini.
Apa itu alpha testing?|Pengujian internal yang dilakukan oleh pengembang atau tim pengujian untuk menemukan dan memperbaiki bug sebelum perangkat lunak dirilis ke pengguna.
Apa itu beta testing?|Pengujian yang dilakukan oleh sekelompok pengguna akhir di lingkungan nyata untuk menemukan bug atau masalah yang tidak terdeteksi selama pengujian internal.
Apa itu rekayasa perangkat lunak?|Bidang yang melibatkan desain, pengembangan, pemeliharaan, pengujian, dan evaluasi perangkat lunak.
Apa itu kode sumber?|Kumpulan instruksi yang ditulis oleh programmer untuk dikonversi menjadi program yang dapat dijalankan.
Apa itu algoritma?|Serangkaian langkah logis yang digunakan untuk menyelesaikan masalah atau melakukan tugas.
Apa itu debugging?|Proses mencari dan memperbaiki kesalahan atau bug dalam program.
Apa itu versi kontrol?|Sistem yang melacak perubahan dalam kode sumber dan memungkinkan kolaborasi antar programmer.
Apa itu IDE?|Lingkungan Pengembangan Terpadu, perangkat lunak yang menyediakan alat bantu untuk pengembangan perangkat lunak.
Apa itu framework?|Kerangka kerja yang menyediakan struktur dasar untuk pengembangan aplikasi perangkat lunak.
Apa itu pustaka?|Kumpulan kode yang dapat digunakan kembali untuk memudahkan pengembangan perangkat lunak.
Apa itu API?|Antarmuka Pemrograman Aplikasi, alat yang memungkinkan berbagai perangkat lunak untuk berkomunikasi satu sama lain.
Apa itu SDLC?|Siklus Hidup Pengembangan Perangkat Lunak, tahap-tahap yang diikuti dalam pengembangan perangkat lunak.
Apa itu waterfall?|Model pengembangan perangkat lunak linear di mana setiap tahap harus diselesaikan sebelum melanjutkan ke tahap berikutnya.
Apa itu agile?|Metodologi pengembangan perangkat lunak yang menekankan kolaborasi, fleksibilitas, dan iterasi cepat.
Apa itu scrum?|Kerangka kerja agile yang digunakan untuk mengelola pengembangan perangkat lunak yang kompleks.
Apa itu backlog?|Daftar tugas atau fitur yang perlu diselesaikan dalam pengembangan perangkat lunak.
Apa itu sprint?|Periode waktu tertentu di mana tim scrum bekerja untuk menyelesaikan sejumlah tugas dari backlog.
Apa itu user story?|Deskripsi sederhana tentang fitur perangkat lunak dari sudut pandang pengguna.
Apa itu release?|Versi perangkat lunak yang siap untuk digunakan oleh pengguna.
Apa itu repository?|Tempat penyimpanan pusat untuk kode sumber yang dikelola oleh sistem kontrol versi.
Apa itu continuous integration?|Praktik mengintegrasikan kode yang dikembangkan oleh berbagai pengembang secara terus menerus untuk mendeteksi kesalahan lebih awal.
Apa itu continuous deployment?|Proses otomatis untuk merilis perubahan kode ke produksi tanpa intervensi manual.
Apa itu unit test?|Pengujian bagian terkecil dari kode, seperti fungsi atau metode, secara terisolasi.
Apa itu integration test?|Pengujian yang memastikan bahwa berbagai modul atau layanan bekerja bersama dengan baik.
Apa itu regression test?|Pengujian ulang untuk memastikan perubahan kode baru tidak menyebabkan bug lama muncul kembali.
Apa itu load test?|Pengujian yang mengevaluasi kinerja sistem dengan beban kerja yang tinggi.
Apa itu performance test?|Pengujian untuk mengukur kecepatan, stabilitas, dan skalabilitas perangkat lunak.
Apa itu usability test?|Pengujian yang mengevaluasi seberapa mudah dan intuitif perangkat lunak digunakan oleh pengguna.
Apa itu MVP?|Minimum Viable Product, versi awal dari produk yang memiliki fitur dasar yang cukup untuk mendapatkan umpan balik dari pengguna awal.
Apa itu microservices?|Arsitektur perangkat lunak yang membagi aplikasi menjadi layanan-layanan kecil yang dapat dikembangkan, diuji, dan diterapkan secara independen.
Apa itu DevOps?|Praktik yang menggabungkan pengembangan perangkat lunak (Dev) dan operasi IT (Ops) untuk meningkatkan efisiensi dan kualitas.
Apa itu cloud computing?|Penyampaian layanan komputasi melalui internet, termasuk penyimpanan, pemrosesan, dan jaringan.
Apa itu container?|Unit perangkat lunak yang menyatukan kode aplikasi dan semua dependensinya sehingga dapat dijalankan secara konsisten di berbagai lingkungan.
Apa itu virtualization?|Proses pembuatan versi virtual dari sesuatu, seperti perangkat keras, sistem operasi, penyimpanan, atau jaringan.
Apa itu jaringan komputer?|Kumpulan komputer yang saling terhubung untuk berbagi sumber daya dan informasi.
Apa itu LAN?|Local Area Network, jaringan komputer yang mencakup area geografis kecil, seperti satu bangunan.
Apa itu WAN?|Wide Area Network, jaringan komputer yang mencakup area geografis yang luas, seperti negara atau benua.
Apa itu MAN?|Metropolitan Area Network, jaringan komputer yang mencakup area yang lebih besar dari LAN tetapi lebih kecil dari WAN, seperti kota.
Apa itu protokol jaringan?|Aturan dan standar yang mengatur komunikasi antar perangkat dalam jaringan.
Apa itu IP address?|Alamat unik yang digunakan untuk mengidentifikasi perangkat dalam jaringan.
Apa itu DNS?|Domain Name System, sistem yang menerjemahkan nama domain menjadi alamat IP.
Apa itu router?|Perangkat jaringan yang mengarahkan paket data antara jaringan yang berbeda.
Apa itu switch?|Perangkat jaringan yang menghubungkan perangkat dalam jaringan dan mengarahkan data berdasarkan alamat MAC.
Apa itu hub?|Perangkat jaringan yang menghubungkan beberapa perangkat dalam jaringan tetapi tidak mengarahkan data secara cerdas.
Apa itu firewall?|Sistem keamanan jaringan yang memantau dan mengontrol lalu lintas jaringan masuk dan keluar berdasarkan aturan keamanan.
Apa itu VPN?|Virtual Private Network, koneksi aman yang dibuat melalui jaringan publik.
Apa itu bandwidth?|Jumlah data yang dapat ditransfer melalui jaringan dalam periode waktu tertentu.
Apa itu latency?|Waktu yang dibutuhkan untuk data berpindah dari satu titik ke titik lain dalam jaringan.
Apa itu ping?|Alat yang digunakan untuk menguji konektivitas antara dua perangkat dalam jaringan.
Apa itu subnet mask?|Angka yang digunakan untuk membagi jaringan IP menjadi sub-jaringan yang lebih kecil.
Apa itu DHCP?|Dynamic Host Configuration Protocol, protokol yang secara otomatis menetapkan alamat IP kepada perangkat dalam jaringan.
Apa itu NAT?|Network Address Translation, metode yang mengubah alamat IP dalam header paket data saat melewati router.
Apa itu topology jaringan?|Tata letak fisik atau logis dari sebuah jaringan, seperti bus, star, ring, atau mesh.
Apa itu SSID?|Service Set Identifier, nama unik yang mengidentifikasi jaringan nirkabel.
Apa itu WAP?|Wireless Access Point, perangkat yang memungkinkan perangkat nirkabel untuk terhubung ke jaringan kabel.
Apa itu Ethernet?|Teknologi jaringan yang digunakan untuk jaringan area lokal (LAN).
Apa itu TCP/IP?|Protokol komunikasi dasar yang digunakan di internet dan jaringan serupa.
Apa itu HTTP?|Hypertext Transfer Protocol, protokol yang digunakan untuk mentransfer halaman web di internet.
Apa itu HTTPS?|Versi aman dari HTTP yang mengenkripsi data yang dikirim antara browser dan server.
Apa itu belajar mandiri?|Kemampuan untuk belajar secara independen tanpa bimbingan langsung, seringkali dengan menggunakan sumber daya yang tersedia secara online atau melalui pengalaman sendiri.
Apa itu web service?|Layanan yang memungkinkan dua perangkat atau aplikasi untuk berkomunikasi dan bertukar data melalui jaringan.
Apa itu SOAP?|Simple Object Access Protocol, protokol berbasis XML untuk pertukaran informasi dalam web service.
Apa itu REST?|Representational State Transfer, arsitektur web service yang menggunakan HTTP dan prinsip RESTful.
Apa itu WSDL?|Web Services Description Language, dokumen XML yang menjelaskan layanan web dan cara mengaksesnya.
Apa itu UDDI?|Universal Description, Discovery, and Integration, standar untuk menemukan dan mempublikasikan layanan web.
Apa itu endpoint?|URL di mana web service dapat diakses oleh aplikasi klien.
Apa itu JSON?|JavaScript Object Notation, format data ringan yang digunakan untuk pertukaran data.
Apa itu XML?|eXtensible Markup Language, format markup yang digunakan untuk menyimpan dan mentransfer data.
Apa itu API?|Application Programming Interface, antarmuka yang memungkinkan aplikasi berkomunikasi satu sama lain.
Apa itu HTTP method?|Metode yang digunakan dalam HTTP, seperti GET, POST, PUT, DELETE untuk operasi CRUD.
Apa itu CRUD?|Create, Read, Update, Delete, operasi dasar dalam pengelolaan data.
Apa itu authentication?|Proses memverifikasi identitas pengguna atau aplikasi sebelum mengakses layanan.
Apa itu OAuth?|Protokol otentikasi yang memungkinkan aplikasi mendapatkan akses terbatas ke akun pengguna di layanan HTTP.
Apa itu token?|String unik yang digunakan untuk mengidentifikasi pengguna atau aplikasi setelah otentikasi.
Apa itu CORS?|Cross-Origin Resource Sharing, mekanisme yang memungkinkan sumber daya di satu domain diakses dari domain lain.
Apa itu JSON-RPC?|Protokol remote procedure call yang menggunakan JSON untuk mengenkapsulasi panggilan dan hasilnya.
Apa itu RESTful API?|API yang mematuhi prinsip REST dan menggunakan metode HTTP untuk operasi CRUD.
Apa itu rate limiting?|Batasan jumlah permintaan yang dapat dilakukan ke web service dalam periode waktu tertentu.
Apa itu API key?|Kunci unik yang digunakan untuk mengautentikasi permintaan ke API.
Apa itu microservices?|Arsitektur yang membagi aplikasi menjadi layanan kecil yang dapat dikembangkan dan diterapkan secara independen.
Apa itu service orchestration?|Proses mengoordinasikan berbagai layanan web untuk mencapai alur kerja yang kompleks.
Apa itu service discovery?|Mekanisme untuk menemukan layanan yang tersedia dalam arsitektur microservices.
Apa itu throttling?|Proses membatasi laju permintaan ke web service untuk mencegah overload.
Apa itu webhooks?|Mekanisme untuk menerima pemberitahuan real-time dari layanan web ketika peristiwa tertentu terjadi.
Apa itu payload?|Data yang dikirim sebagai bagian dari permintaan atau respons dalam komunikasi web service.
Apa itu SSL/TLS?|Protokol keamanan yang menyediakan komunikasi terenkripsi antara klien dan server.
Apa itu error handling?|Proses menangani kesalahan yang terjadi selama komunikasi dengan web service.
Apa itu API gateway?|Komponen yang mengelola dan memfasilitasi permintaan masuk ke layanan API.
Apa itu versioning?|Proses mengelola berbagai versi API untuk menjaga kompatibilitas dengan klien yang berbeda.
Apa itu SDK?|Software Development Kit, kumpulan alat pengembangan yang memudahkan integrasi dengan layanan web.
Apa itu SOAP message?|Dokumen XML yang digunakan dalam komunikasi SOAP, terdiri dari header dan body.
Apa itu kecerdasan?|Kemampuan untuk belajar, memahami, dan menerapkan pengetahuan serta keterampilan.
Apa itu kepintaran?|Kemampuan untuk cepat mengerti atau menangkap sesuatu, biasanya terkait dengan pengetahuan faktual.
Apa perbedaan antara pintar dan cerdas?|Pintar lebih merujuk pada kemampuan menghafal dan mengerti fakta, sementara cerdas mencakup pemahaman mendalam, analisis, dan penerapan pengetahuan.
Apa itu IQ?|Intelligence Quotient, ukuran standar dari kecerdasan seseorang berdasarkan tes tertentu.
Apa itu EQ?|Emotional Quotient, kemampuan seseorang untuk memahami, mengelola, dan mengendalikan emosi, baik diri sendiri maupun orang lain.
Apa itu kecerdasan linguistik?|Kemampuan untuk menggunakan bahasa dengan efektif, baik lisan maupun tulisan.
Apa itu kecerdasan logis-matematis?|Kemampuan untuk berpikir logis dan memecahkan masalah matematika.
Apa itu kecerdasan spasial?|Kemampuan untuk memahami dan memanipulasi ruang dan bentuk.
Apa itu kecerdasan kinestetik?|Kemampuan untuk mengendalikan gerakan tubuh dan menangani objek dengan terampil.
Apa itu kecerdasan musikal?|Kemampuan untuk memahami, menciptakan, dan mengapresiasi musik dan ritme.
Apa itu kecerdasan interpersonal?|Kemampuan untuk memahami dan berinteraksi dengan orang lain secara efektif.
Apa itu kecerdasan intrapersonal?|Kemampuan untuk memahami diri sendiri dan mengelola emosi serta tindakan pribadi.
Apa itu kecerdasan naturalis?|Kemampuan untuk mengenali dan mengkategorikan jenis-jenis flora dan fauna serta fenomena alam.
Apa itu kecerdasan eksistensial?|Kemampuan untuk merenung dan memahami pertanyaan-pertanyaan mendalam tentang eksistensi manusia.
Apa itu kecerdasan praktis?|Kemampuan untuk memecahkan masalah sehari-hari dan menerapkan pengetahuan dalam situasi nyata.
Apa itu kecerdasan kreatif?|Kemampuan untuk menghasilkan ide-ide baru dan orisinal serta berpikir di luar kotak.
Apa itu kecerdasan analitis?|Kemampuan untuk mengevaluasi informasi, menganalisis situasi, dan membuat keputusan yang logis.
Apa itu kecerdasan sosial?|Kemampuan untuk berinteraksi dengan orang lain, memahami dinamika sosial, dan membangun hubungan.
Apa itu kecerdasan emosional?|Kemampuan untuk mengenali, memahami, dan mengelola emosi diri sendiri dan orang lain.
Apa itu pembelajaran adaptif?|Kemampuan untuk belajar dan beradaptasi dengan situasi baru serta menyesuaikan strategi belajar.
Apa itu intuisi?|Kemampuan untuk memahami atau mengetahui sesuatu secara instan tanpa memerlukan penalaran rasional.
Apa itu pemecahan masalah?|Kemampuan untuk menemukan solusi atas masalah atau tantangan yang dihadapi.
Apa itu berpikir kritis?|Kemampuan untuk menganalisis informasi secara objektif dan membuat penilaian berdasarkan bukti dan logika.
Apa itu kreativitas?|Kemampuan untuk menghasilkan ide-ide baru, inovatif, dan orisinal.
Apa itu kognisi?|Proses mental yang terlibat dalam memperoleh pengetahuan dan pemahaman, termasuk berpikir, mengetahui, mengingat, dan menilai.
Apa itu daya ingat?|Kemampuan untuk menyimpan dan mengingat informasi.
Apa itu adaptabilitas?|Kemampuan untuk menyesuaikan diri dengan perubahan dan situasi baru.
Apa itu metakognisi?|Kesadaran dan pemahaman tentang proses berpikir sendiri.
Apa itu visi?|Kemampuan untuk merencanakan dan membayangkan masa depan atau hasil yang diinginkan.
Apa itu fokus?|Kemampuan untuk memberikan perhatian penuh pada tugas atau masalah tertentu tanpa terganggu.
Apa itu inovasi?|Proses mengembangkan ide-ide baru dan menerapkannya untuk menciptakan nilai atau meningkatkan sesuatu.
Apa itu not balok?|Sistem penulisan musik yang menggunakan simbol-simbol untuk menggambarkan nada, ritme, dan durasi suara.
Apa itu akord?|Kombinasi dari tiga atau lebih nada yang dimainkan secara bersamaan.
Apa itu tempo?|Kecepatan atau laju dari sebuah komposisi musik.
Apa itu nada dasar?|Nada yang menjadi dasar dari sebuah skala atau akord.
Apa itu harmoni?|Kombinasi dari beberapa nada yang dimainkan atau dinyanyikan bersamaan untuk menghasilkan suara yang enak didengar.
Apa itu melodi?|Urutan nada yang terdengar satu per satu dan membentuk sebuah frase musik.
Apa itu ritme?|Pola waktu dari nada-nada dalam sebuah musik.
Apa itu genre?|Klasifikasi musik berdasarkan karakteristik gaya, bentuk, dan struktur.
Apa itu improvisasi?|Proses menciptakan musik secara spontan dan tidak tertulis sebelumnya.
Apa itu dinamik?|Perubahan volume atau kekuatan suara dalam musik.
Apa itu simfoni?|Komposisi musik besar untuk orkestra, biasanya terdiri dari beberapa bagian atau gerakan.
Apa itu orkestra?|Grup besar yang terdiri dari berbagai jenis alat musik, termasuk gesek, tiup, dan perkusi.
Apa itu konser?|Pertunjukan musik yang dilakukan di depan penonton.
Apa itu solmisasi?|Sistem penamaan nada dengan suku kata (do, re, mi, fa, sol, la, si).
Apa itu skala?|Urutan nada yang diatur berdasarkan jarak interval tertentu.
Apa itu interval?|Jarak antara dua nada dalam skala.
Apa itu vibrato?|Variasi kecil dan cepat pada nada untuk menghasilkan efek bergetar.
Apa itu forte?|Istilah dinamika yang berarti dimainkan dengan keras.
Apa itu piano?|Istilah dinamika yang berarti dimainkan dengan lembut.
Apa itu staccato?|Cara memainkan nada dengan pendek dan terputus-putus.
Apa itu legato?|Cara memainkan nada dengan halus dan terhubung satu sama lain.
Apa itu crescendo?|Istilah dinamika yang berarti volume suara meningkat secara bertahap.
Apa itu diminuendo?|Istilah dinamika yang berarti volume suara menurun secara bertahap.
Apa itu pentatonik?|Skala musik yang terdiri dari lima nada per oktaf.
Apa itu chromatic?|Skala musik yang terdiri dari dua belas nada per oktaf dengan jarak interval setengah nada.
Apa itu arpeggio?|Penyampaian nada-nada dari sebuah akord secara berurutan, bukan bersamaan.
Apa itu capo?|Alat yang digunakan pada gitar untuk menaikkan nada dasar.
Apa itu genre pop?|Genre musik yang populer dan mudah diterima oleh banyak orang.
Apa itu genre jazz?|Genre musik yang berkembang dari blues dan ragtime, dikenal dengan improvisasi dan ritme kompleks.
Apa itu genre rock?|Genre musik yang berkembang dari rock and roll, biasanya menggunakan gitar listrik dan drum.
Apa itu genre klasik?|Genre musik yang berkembang dari tradisi musik barat, biasanya menggunakan notasi musik tertulis.
Apa itu genre hip hop?|Genre musik yang berkembang dari budaya urban, mencakup rap dan DJing.
Apa itu autotune?|Alat atau teknik yang digunakan untuk memperbaiki nada vokal dalam rekaman.	
Apa itu monarki?|Sistem pemerintahan di mana kepala negara adalah seorang raja atau ratu yang biasanya berkuasa seumur hidup dan turun temurun.
Apa itu republik?|Sistem pemerintahan di mana kepala negara dipilih oleh rakyat atau wakil mereka untuk periode tertentu.
Apa itu tirani?|Sistem pemerintahan di mana satu individu atau kelompok kecil memerintah dengan kekuasaan absolut tanpa memperhatikan hukum atau hak rakyat.
Apa itu kabinet?|Kelompok menteri yang dipilih oleh kepala negara atau kepala pemerintahan untuk mengelola berbagai departemen pemerintah.
Apa itu oposisi?|Partai atau kelompok politik yang tidak berkuasa dan sering kali mengkritik kebijakan pemerintah.
Apa itu anggaran?|Rencana keuangan yang dibuat oleh pemerintah untuk mengatur pendapatan dan pengeluaran dalam satu periode tertentu.
Apa itu legislasi?|Proses pembuatan dan pengesahan undang-undang oleh lembaga legislatif.
Apa itu amandemen?|Perubahan atau tambahan pada konstitusi atau undang-undang yang sudah ada.
Apa itu suara mayoritas?|Keputusan atau pendapat yang disetujui oleh lebih dari setengah jumlah suara yang diberikan.
Apa itu suara minoritas?|Keputusan atau pendapat yang didukung oleh kurang dari setengah jumlah suara yang diberikan.
Apa itu hak pilih?|Hak warga negara untuk memilih dalam pemilihan umum.
Apa itu referendum?|Proses di mana rakyat memberikan suara langsung untuk menerima atau menolak suatu usulan kebijakan atau undang-undang.
Apa itu diskriminasi?|Tindakan yang membedakan atau memperlakukan seseorang atau kelompok secara tidak adil berdasarkan atribut tertentu seperti ras, gender, agama, atau asal usul.
Apa itu separatisme?|Gerakan politik yang bertujuan untuk memisahkan diri dari negara atau pemerintah pusat dan membentuk negara baru.
Apa itu diplomasi?|Proses negosiasi dan hubungan antara negara-negara untuk mencapai kesepakatan atau menyelesaikan konflik.
Apa itu sanksi?|Tindakan hukuman atau pembatasan yang dikenakan oleh satu atau lebih negara terhadap negara lain untuk mengubah perilaku politik atau kebijakan.
Apa itu impeachment?|Proses hukum untuk mengadili dan mungkin memberhentikan pejabat tinggi negara karena pelanggaran hukum atau penyalahgunaan kekuasaan.
Apa itu junta?|Pemerintahan yang dibentuk oleh kelompok militer setelah merebut kekuasaan melalui kudeta.
Apa itu kebijakan luar negeri?|Strategi dan tindakan yang diambil oleh suatu negara dalam hubungannya dengan negara-negara lain.
Apa itu referendum?|Proses di mana rakyat memberikan suara langsung untuk menerima atau menolak suatu usulan kebijakan atau undang-undang.
Apa itu nasionalisasi?|Pengambilalihan kepemilikan swasta oleh negara, sering kali diterapkan pada industri penting.
Apa itu privatisasi?|Proses pengalihan kepemilikan atau pengelolaan aset atau layanan publik dari pemerintah ke sektor swasta.
Apa itu perlindungan konsumen?|Kebijakan dan tindakan yang diambil untuk melindungi hak-hak konsumen dari praktik bisnis yang tidak adil atau berbahaya.
Apa itu hak asasi manusia?|Hak dasar yang dimiliki setiap individu sejak lahir yang harus dihormati dan dilindungi oleh negara.
Apa itu pelanggaran hak asasi manusia?|Tindakan atau kebijakan yang melanggar hak-hak dasar individu atau kelompok, seperti penyiksaan, penahanan sewenang-wenang, atau diskriminasi.
Apa itu timbre?|Kualitas atau warna suara yang membedakan satu instrumen atau suara dengan yang lain.
Apa itu modulasi?|Perubahan dari satu kunci nada ke kunci nada lain dalam sebuah komposisi musik.
Apa itu coda?|Bagian penutup dari sebuah komposisi musik.
Apa itu overture?|Bagian pembuka dari sebuah opera atau konser.
Apa itu vibrato?|Variasi kecil dan cepat pada nada untuk menghasilkan efek bergetar.
Apa itu etude?|Komposisi musik yang ditulis untuk melatih teknik tertentu pada instrumen.
Apa itu fugue?|Bentuk komposisi musik dengan tema yang berulang dan dikembangkan dalam variasi.
Apa itu cadence?|Serangkaian akord yang menandakan akhir dari sebuah frase musik.
Apa itu syncopation?|Penekanan ritmis pada nada atau ketukan yang biasanya tidak ditekankan.
Apa itu a cappella?|Nyanyian tanpa iringan instrumen musik.
Apa itu aria?|Komposisi musik untuk satu suara dalam opera, biasanya menunjukkan emosi yang mendalam.
Apa itu sonata?|Komposisi musik instrumental yang biasanya terdiri dari beberapa gerakan.
Apa itu trio?|Komposisi atau grup musik yang terdiri dari tiga pemain atau penyanyi.
Apa itu quartet?|Komposisi atau grup musik yang terdiri dari empat pemain atau penyanyi.
Apa itu quintet?|Komposisi atau grup musik yang terdiri dari lima pemain atau penyanyi.
Apa itu symphonic poem?|Komposisi orkestra dalam satu gerakan yang menceritakan sebuah cerita atau tema.
Apa itu lied?|Lagu seni Jerman, biasanya untuk suara solo dan piano.
Apa itu concerto?|Komposisi musik untuk satu atau lebih instrumen solo yang diiringi orkestra.
Apa itu cantata?|Komposisi musik untuk suara dan instrumen, sering kali religius atau naratif.
Apa itu oratorio?|Komposisi musik besar untuk orkestra, paduan suara, dan solois, biasanya berdasarkan teks religius.
Apa itu tone row?|Urutan dari dua belas nada chromatic yang digunakan sebagai dasar dalam musik serial.
Apa itu twelve-tone technique?|Metode komposisi yang menggunakan tone row sebagai dasar untuk seluruh komposisi.
Apa itu ostinato?|Pola musik yang diulang terus-menerus dalam komposisi.
Apa itu leitmotif?|Tema musik yang berulang dan terkait dengan karakter, tempat, atau ide dalam opera atau film.
Apa itu musique concrète?|Musik yang dibuat dari suara rekaman nyata yang dimanipulasi.
Apa itu electronic music?|Musik yang dibuat atau diolah menggunakan teknologi elektronik.
Apa itu minimalism?|Gaya musik yang menggunakan pola berulang dan perubahan yang sangat lambat.
Apa itu aleatoric music?|Musik yang mencakup elemen kebetulan atau improvisasi.
Apa itu counterpoint?|Teknik komposisi yang melibatkan interaksi dua atau lebih melodi independen.
Apa itu liederkreis?|Serangkaian lied yang dihubungkan oleh tema atau cerita yang sama.	
Apa itu demokrasi?|Sistem pemerintahan di mana kekuasaan ada pada rakyat yang memilih wakil-wakil mereka secara bebas.
Apa itu oligarki?|Sistem pemerintahan di mana kekuasaan ada pada sekelompok kecil orang atau keluarga.
Apa itu autokrasi?|Sistem pemerintahan di mana satu individu memiliki kekuasaan mutlak.
Apa itu konstitusi?|Hukum dasar tertulis yang menjadi dasar bagi penyelenggaraan negara.
Apa itu parlemen?|Lembaga legislatif yang terdiri dari wakil-wakil rakyat yang bertugas membuat undang-undang.
Apa itu referendum?|Pemungutan suara oleh seluruh rakyat untuk mengambil keputusan tentang isu tertentu.
Apa itu veto?|Kewenangan yang dimiliki seorang kepala negara untuk menolak atau membatalkan undang-undang yang telah disetujui oleh parlemen.
Apa itu impeachment?|Proses hukum untuk mengadili dan mungkin memberhentikan pejabat tinggi negara karena pelanggaran hukum atau penyalahgunaan kekuasaan.
Apa itu partai politik?|Organisasi yang bertujuan untuk mendapatkan dan mempertahankan kekuasaan politik melalui pemilihan umum.
Apa itu koalisi?|Kerjasama antara dua atau lebih partai politik untuk membentuk pemerintahan.
Apa itu kampanye politik?|Kegiatan yang dilakukan kandidat atau partai politik untuk meraih dukungan pemilih.
Apa itu pemilihan umum?|Proses di mana warga negara memilih wakil-wakil mereka di lembaga legislatif dan eksekutif.
Apa itu ideologi?|Kumpulan ide dan prinsip yang menjadi dasar bagi tindakan politik dan kebijakan suatu kelompok atau negara.
Apa itu desentralisasi?|Pembagian kekuasaan dari pemerintah pusat ke pemerintah daerah.
Apa itu federalisme?|Sistem pemerintahan di mana kekuasaan dibagi antara pemerintah pusat dan pemerintah daerah.
Apa itu nasionalisme?|Keyakinan dan sikap yang mendukung kedaulatan dan kepentingan bangsa atau negara.
Apa itu populisme?|Pendekatan politik yang berfokus pada kepentingan rakyat biasa dan menentang elite atau kelompok mapan.
Apa itu anarki?|Keadaan tanpa pemerintahan atau hukum.
Apa itu kapitalisme?|Sistem ekonomi di mana produksi dan distribusi barang dan jasa dimiliki dan dioperasikan oleh individu atau perusahaan swasta.
Apa itu sosialisme?|Sistem ekonomi di mana produksi dan distribusi barang dan jasa dimiliki dan dioperasikan oleh negara atau kolektif.
Apa itu komunisme?|Ideologi politik dan ekonomi yang mengadvokasi kepemilikan bersama atas alat-alat produksi dan penghapusan kelas sosial.
Apa itu globalisasi?|Proses di mana negara-negara di dunia menjadi lebih terhubung dan saling bergantung melalui perdagangan, komunikasi, dan budaya.
